"rules","support","confidence","coverage","lift","count"
"{root vegetables,whipped/sour cream,whole milk} => {other vegetables}",0.00518556176919166,0.548387096774194,0.00945602440264362,2.83414981438476,51
"{other vegetables,whipped/sour cream,yogurt} => {whole milk}",0.00559227249618709,0.55,0.0101677681748856,2.1525069637883,55
"{whipped/sour cream,whole milk,yogurt} => {other vegetables}",0.00559227249618709,0.514018691588785,0.0108795119471276,2.65652855059154,55
"{other vegetables,pip fruit,root vegetables} => {whole milk}",0.00549059481443823,0.675,0.00813421453990849,2.64171309192201,54
"{pip fruit,root vegetables,whole milk} => {other vegetables}",0.00549059481443823,0.613636363636364,0.00894763599389934,3.17136817465246,54
"{other vegetables,pip fruit,whole milk} => {root vegetables}",0.00549059481443823,0.406015037593985,0.0135231316725979,3.72496072270228,54
"{other vegetables,pip fruit,yogurt} => {whole milk}",0.00508388408744281,0.625,0.00813421453990849,2.44603064066852,50
"{pip fruit,whole milk,yogurt} => {other vegetables}",0.00508388408744281,0.531914893617021,0.00955770208439248,2.74901890631813,50
"{citrus fruit,other vegetables,root vegetables} => {whole milk}",0.0057956278596848,0.558823529411765,0.0103711235383833,2.18703916106833,57
"{citrus fruit,root vegetables,whole milk} => {other vegetables}",0.0057956278596848,0.633333333333333,0.00915099135739705,3.27316517778946,57
"{citrus fruit,other vegetables,whole milk} => {root vegetables}",0.0057956278596848,0.4453125,0.0130147432638536,4.0854929454291,57
"{root vegetables,tropical fruit,yogurt} => {whole milk}",0.00569395017793594,0.7,0.00813421453990849,2.73955431754875,56
"{root vegetables,tropical fruit,whole milk} => {yogurt}",0.00569395017793594,0.474576271186441,0.011997966446365,3.40193704600484,56
"{other vegetables,root vegetables,tropical fruit} => {whole milk}",0.00701576004067107,0.570247933884298,0.0123029994916116,2.23175027049426,69
"{root vegetables,tropical fruit,whole milk} => {other vegetables}",0.00701576004067107,0.584745762711864,0.011997966446365,3.02205705531854,69
"{other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00701576004067107,0.410714285714286,0.0170818505338078,3.76807369402985,69
"{other vegetables,tropical fruit,yogurt} => {whole milk}",0.00762582613116421,0.619834710743802,0.0123029994916116,2.4258155114068,75
"{tropical fruit,whole milk,yogurt} => {other vegetables}",0.00762582613116421,0.503355704697987,0.0151499745805796,2.60142057577756,75
"{other vegetables,tropical fruit,whole milk} => {yogurt}",0.00762582613116421,0.446428571428571,0.0170818505338078,3.2001639941691,75
"{other vegetables,root vegetables,yogurt} => {whole milk}",0.00782918149466192,0.606299212598425,0.0129130655821047,2.37284232228632,77
"{root vegetables,whole milk,yogurt} => {other vegetables}",0.00782918149466192,0.538461538461538,0.0145399084900864,2.78285298516512,77
"{other vegetables,rolls/buns,root vegetables} => {whole milk}",0.00620233858668022,0.508333333333333,0.0122013218098627,1.9894382544104,61
"{rolls/buns,root vegetables,whole milk} => {other vegetables}",0.00620233858668022,0.488,0.012709710218607,2.52205990541251,61
"{other vegetables,rolls/buns,yogurt} => {whole milk}",0.00599898322318251,0.52212389380531,0.0114895780376207,2.04340966795671,59
